transaction_id,merchant_id,transaction_date,transaction_amount,currency,payment_method,status,failure_reason,country,customer_id
TXN002483,M0077,2024-04-13 10:00:00,41.33,USD,bank_transfer,successful,,Canada,C00821
TXN002484,M0052,2024-04-13 11:00:00,29.7,KES,credit_card,successful,,Kenya,C00109
TXN002485,M0069,2024-04-13 12:00:00,524.33,NGN,bank_transfer,chargeback,,Kenya,C00975
TXN002486,M0063,2024-04-13 13:00:00,701.11,KES,mobile_money,refunded,,UK,C00816
TXN002487,M0031,2024-04-13 14:00:00,463.78,USD,crypto,successful,,Germany,C00793
TXN002488,M0001,2024-04-13 15:00:00,318.15,USD,credit_card,successful,,Kenya,C00310
TXN002489,M0073,2024-04-13 16:00:00,545.76,GBP,mobile_money,successful,,UK,C00442
TXN002490,M0030,2024-04-13 17:00:00,624.42,EUR,bank_transfer,successful,,Kenya,C00617
TXN002491,M0093,2024-04-13 18:00:00,713.6,EUR,credit_card,successful,,Germany,C00214
TXN002492,M0069,2024-04-13 19:00:00,131.52,KES,credit_card,successful,,Canada,C00508
TXN002493,M0034,2024-04-13 20:00:00,247.36,EUR,bank_transfer,successful,,Nigeria,C00947
TXN002494,M0024,2024-04-13 21:00:00,541.87,GBP,crypto,successful,,Kenya,C00023
TXN002495,M0033,2024-04-13 22:00:00,251.15,NGN,bank_transfer,successful,,Nigeria,C00055
TXN002496,M0016,2024-04-13 23:00:00,824.73,EUR,crypto,successful,,UK,C00367
TXN002497,M0077,2024-04-14 0:00:00,494.92,USD,crypto,successful,,Germany,C00801
TXN002498,M0004,2024-04-14 1:00:00,31.55,NGN,credit_card,successful,,Kenya,C00573
TXN002499,M0094,2024-04-14 2:00:00,257.37,KES,crypto,successful,,UK,C00301
TXN002500,M0043,2024-04-14 3:00:00,209.55,EUR,credit_card,successful,,Canada,C00348
TXN002501,M0035,2024-04-14 4:00:00,644.4,NGN,crypto,successful,,Nigeria,C00806
TXN002502,M0058,2024-04-14 5:00:00,629.36,NGN,bank_transfer,successful,,Germany,C00011
TXN002503,M0065,2024-04-14 6:00:00,693.11,GBP,mobile_money,successful,,USA,C00512
TXN002504,M0081,2024-04-14 7:00:00,68.09,NGN,bank_transfer,successful,,Nigeria,C00294
TXN002505,M0022,2024-04-14 8:00:00,168.97,USD,mobile_money,refunded,,Canada,C00937
TXN002506,M0032,2024-04-14 9:00:00,581.9,GBP,crypto,successful,,UK,C00958
TXN002507,M0059,2024-04-14 10:00:00,118.29,NGN,mobile_money,successful,,UK,C00091
TXN002508,M0082,2024-04-14 11:00:00,504.41,NGN,mobile_money,successful,,Kenya,C00709
TXN002509,M0075,2024-04-14 12:00:00,10.34,EUR,crypto,successful,,Canada,C00752
TXN002510,M0024,2024-04-14 13:00:00,462.23,USD,crypto,successful,,UK,C00111
TXN002511,M0022,2024-04-14 14:00:00,714.86,GBP,credit_card,successful,,Nigeria,C00754
TXN002512,M0094,2024-04-14 15:00:00,128.75,NGN,mobile_money,successful,,Kenya,C00554
TXN002513,M0016,2024-04-14 16:00:00,844.8,KES,bank_transfer,successful,,Kenya,C00476
TXN002514,M0026,2024-04-14 17:00:00,363.9,EUR,crypto,successful,,Germany,C00711
TXN002515,M0099,2024-04-14 18:00:00,226.43,USD,mobile_money,successful,,USA,C00484
TXN002516,M0077,2024-04-14 19:00:00,208.39,NGN,bank_transfer,successful,,Germany,C00172
TXN002517,M0022,2024-04-14 20:00:00,120.73,GBP,credit_card,successful,,UK,C00410
TXN002518,M0069,2024-04-14 21:00:00,581.54,NGN,crypto,successful,,Kenya,C00964
TXN002519,M0045,2024-04-14 22:00:00,70.7,USD,mobile_money,successful,,Kenya,C00347
TXN002520,M0091,2024-04-14 23:00:00,169.02,USD,bank_transfer,successful,,Germany,C00592
TXN002521,M0076,2024-04-15 0:00:00,669,GBP,crypto,successful,,UK,C00616
TXN002522,M0046,2024-04-15 1:00:00,110.52,EUR,crypto,successful,,UK,C00022
TXN002523,M0020,2024-04-15 2:00:00,958.13,EUR,bank_transfer,successful,,UK,C00457
TXN002524,M0036,2024-04-15 3:00:00,572.13,KES,bank_transfer,successful,,UK,C00541
TXN002525,M0039,2024-04-15 4:00:00,945.9,USD,credit_card,successful,,UK,C00973
TXN002526,M0062,2024-04-15 5:00:00,701.06,EUR,bank_transfer,successful,,UK,C00871
TXN002527,M0043,2024-04-15 6:00:00,323.12,GBP,mobile_money,successful,,USA,C00431
TXN002528,M0005,2024-04-15 7:00:00,572.98,KES,bank_transfer,successful,,Germany,C00654
TXN002529,M0001,2024-04-15 8:00:00,614.72,GBP,credit_card,successful,,Germany,C00546
TXN002530,M0100,2024-04-15 9:00:00,876.06,EUR,crypto,successful,,UK,C00963
TXN002531,M0058,2024-04-15 10:00:00,904.25,KES,crypto,successful,,Kenya,C00294
TXN002532,M0041,2024-04-15 11:00:00,344.97,GBP,bank_transfer,successful,,Nigeria,C00971
TXN002533,M0091,2024-04-15 12:00:00,176.28,USD,credit_card,successful,,UK,C00944
TXN002534,M0041,2024-04-15 13:00:00,696.88,GBP,mobile_money,successful,,Nigeria,C00900
TXN002535,M0100,2024-04-15 14:00:00,350.58,NGN,credit_card,successful,,Canada,C00057
TXN002536,M0095,2024-04-15 15:00:00,653.08,NGN,credit_card,successful,,Kenya,C00067
TXN002537,M0006,2024-04-15 16:00:00,82.41,GBP,credit_card,successful,,Nigeria,C00389
TXN002538,M0047,2024-04-15 17:00:00,729,KES,credit_card,successful,,UK,C00443
TXN002539,M0091,2024-04-15 18:00:00,315.69,KES,bank_transfer,successful,,USA,C00724
TXN002540,M0015,2024-04-15 19:00:00,479.87,KES,credit_card,successful,,Kenya,C00643
TXN002541,M0043,2024-04-15 20:00:00,427.65,GBP,mobile_money,successful,,USA,C00542
TXN002542,M0064,2024-04-15 21:00:00,718.38,EUR,mobile_money,failed,,USA,C00392
TXN002543,M0053,2024-04-15 22:00:00,671.21,GBP,mobile_money,successful,,Nigeria,C00717
TXN002544,M0032,2024-04-15 23:00:00,61.18,GBP,credit_card,successful,,UK,C00430
TXN002545,M0026,2024-04-16 0:00:00,769.55,EUR,crypto,failed,,UK,C00849
TXN002546,M0038,2024-04-16 1:00:00,582.02,EUR,crypto,failed,,Germany,C00919
TXN002547,M0087,2024-04-16 2:00:00,315.58,EUR,crypto,successful,,Canada,C00173
TXN002548,M0008,2024-04-16 3:00:00,712.71,NGN,bank_transfer,successful,,Nigeria,C00128
TXN002549,M0064,2024-04-16 4:00:00,828.53,GBP,mobile_money,successful,,USA,C00874
TXN002550,M0078,2024-04-16 5:00:00,721.5,KES,credit_card,successful,,UK,C00289
TXN002551,M0057,2024-04-16 6:00:00,785.21,USD,credit_card,successful,,UK,C00918
TXN002552,M0042,2024-04-16 7:00:00,393.62,KES,mobile_money,successful,,UK,C00515
TXN002553,M0027,2024-04-16 8:00:00,749.33,NGN,bank_transfer,successful,,USA,C00339
TXN002554,M0035,2024-04-16 9:00:00,358.33,USD,bank_transfer,successful,,UK,C00385
TXN002555,M0042,2024-04-16 10:00:00,324.47,GBP,mobile_money,refunded,,Canada,C00103
TXN002556,M0036,2024-04-16 11:00:00,100.13,NGN,crypto,successful,,Germany,C00839
TXN002557,M0070,2024-04-16 12:00:00,965,KES,bank_transfer,successful,,USA,C00278
TXN002558,M0067,2024-04-16 13:00:00,988.27,USD,credit_card,successful,,Canada,C00587
TXN002559,M0020,2024-04-16 14:00:00,420.23,NGN,credit_card,successful,,Kenya,C00430
TXN002560,M0045,2024-04-16 15:00:00,785.26,USD,mobile_money,successful,,Canada,C00518
TXN002561,M0066,2024-04-16 16:00:00,268.46,GBP,credit_card,successful,,UK,C00976
TXN002562,M0092,2024-04-16 17:00:00,831.09,NGN,crypto,successful,,UK,C00974
TXN002563,M0034,2024-04-16 18:00:00,975.79,GBP,crypto,successful,,Kenya,C00344
TXN002564,M0085,2024-04-16 19:00:00,175.54,EUR,credit_card,successful,,Canada,C00461
TXN002565,M0100,2024-04-16 20:00:00,61.15,NGN,crypto,failed,,UK,C00610
TXN002566,M0086,2024-04-16 21:00:00,432.64,USD,crypto,failed,Card expired,Kenya,C00266
TXN002567,M0066,2024-04-16 22:00:00,89.74,GBP,crypto,successful,,UK,C00866
TXN002568,M0072,2024-04-16 23:00:00,65.8,USD,credit_card,successful,,USA,C00056
TXN002569,M0087,2024-04-17 0:00:00,809.2,KES,mobile_money,successful,,USA,C00757
TXN002570,M0006,2024-04-17 1:00:00,113.15,NGN,mobile_money,successful,,USA,C00278
TXN002571,M0048,2024-04-17 2:00:00,763.6,USD,bank_transfer,successful,,USA,C00025
TXN002572,M0031,2024-04-17 3:00:00,975.71,EUR,mobile_money,successful,,Nigeria,C00421
TXN002573,M0049,2024-04-17 4:00:00,464.08,NGN,mobile_money,successful,,UK,C00260
TXN002574,M0043,2024-04-17 5:00:00,894.92,GBP,mobile_money,failed,,Germany,C00722
TXN002575,M0053,2024-04-17 6:00:00,936.38,GBP,credit_card,successful,,Kenya,C00831
TXN002576,M0014,2024-04-17 7:00:00,491.42,GBP,bank_transfer,successful,,UK,C00295
TXN002577,M0042,2024-04-17 8:00:00,350.64,USD,credit_card,failed,,UK,C00951
TXN002578,M0050,2024-04-17 9:00:00,586.4,KES,crypto,chargeback,Insufficient funds,Canada,C00359
TXN002579,M0092,2024-04-17 10:00:00,426.34,NGN,bank_transfer,successful,,Germany,C00911
TXN002580,M0064,2024-04-17 11:00:00,669.93,EUR,mobile_money,successful,,Germany,C00693
TXN002581,M0008,2024-04-17 12:00:00,547.23,NGN,crypto,successful,,Kenya,C00412
TXN002582,M0009,2024-04-17 13:00:00,558.36,EUR,mobile_money,successful,,Kenya,C00949
TXN002583,M0083,2024-04-17 14:00:00,772.19,KES,crypto,successful,,Canada,C00543
TXN002584,M0041,2024-04-17 15:00:00,224.29,EUR,crypto,successful,,USA,C00152
TXN002585,M0090,2024-04-17 16:00:00,984.69,GBP,crypto,successful,,UK,C00350
TXN002586,M0039,2024-04-17 17:00:00,525.34,KES,crypto,successful,,Canada,C00432
TXN002587,M0093,2024-04-17 18:00:00,623.61,EUR,crypto,successful,,Canada,C00408
TXN002588,M0096,2024-04-17 19:00:00,143.08,NGN,crypto,successful,,Germany,C00792
TXN002589,M0080,2024-04-17 20:00:00,989.11,KES,credit_card,successful,,Kenya,C00142
TXN002590,M0054,2024-04-17 21:00:00,119.9,EUR,mobile_money,successful,,Nigeria,C00510
TXN002591,M0080,2024-04-17 22:00:00,603.94,NGN,mobile_money,successful,,Canada,C00037
TXN002592,M0008,2024-04-17 23:00:00,938.2,USD,mobile_money,successful,,Canada,C00138
TXN002593,M0025,2024-04-18 0:00:00,564.15,KES,credit_card,successful,,Germany,C00618
TXN002594,M0050,2024-04-18 1:00:00,757.69,NGN,credit_card,successful,,Kenya,C00474
TXN002595,M0073,2024-04-18 2:00:00,162.98,GBP,bank_transfer,successful,,USA,C00995
TXN002596,M0082,2024-04-18 3:00:00,603.15,KES,bank_transfer,failed,Insufficient funds,USA,C00067
TXN002597,M0030,2024-04-18 4:00:00,50.84,USD,credit_card,failed,,Germany,C00661
TXN002598,M0052,2024-04-18 5:00:00,546.24,EUR,mobile_money,successful,,Kenya,C00489
TXN002599,M0085,2024-04-18 6:00:00,661.72,USD,mobile_money,successful,,Kenya,C00830
TXN002600,M0092,2024-04-18 7:00:00,327.38,NGN,mobile_money,failed,,Nigeria,C00476
TXN002601,M0079,2024-04-18 8:00:00,239.96,NGN,crypto,successful,,Germany,C00370
TXN002602,M0060,2024-04-18 9:00:00,381.09,USD,credit_card,successful,,Kenya,C00070
TXN002603,M0051,2024-04-18 10:00:00,783.78,EUR,bank_transfer,successful,,USA,C00579
TXN002604,M0020,2024-04-18 11:00:00,430.65,USD,credit_card,successful,,Canada,C00061
TXN002605,M0098,2024-04-18 12:00:00,64.56,USD,credit_card,successful,,UK,C00593
TXN002606,M0060,2024-04-18 13:00:00,316.14,GBP,credit_card,successful,,Kenya,C00619
TXN002607,M0047,2024-04-18 14:00:00,655.48,KES,credit_card,successful,,USA,C00184
TXN002608,M0043,2024-04-18 15:00:00,872.85,EUR,credit_card,successful,,Nigeria,C00778
TXN002609,M0003,2024-04-18 16:00:00,983.36,GBP,credit_card,successful,,USA,C00195
TXN002610,M0013,2024-04-18 17:00:00,264.99,GBP,crypto,successful,,Nigeria,C00582
TXN002611,M0002,2024-04-18 18:00:00,441.33,NGN,bank_transfer,failed,,Canada,C00191
TXN002612,M0070,2024-04-18 19:00:00,40.02,NGN,crypto,successful,,USA,C00952
TXN002613,M0075,2024-04-18 20:00:00,349.66,EUR,credit_card,successful,,Germany,C00177
TXN002614,M0036,2024-04-18 21:00:00,988.05,EUR,crypto,failed,,Canada,C00591
TXN002615,M0100,2024-04-18 22:00:00,107.44,USD,crypto,successful,,Nigeria,C00661
TXN002616,M0090,2024-04-18 23:00:00,628.23,USD,credit_card,successful,,Germany,C00657
TXN002617,M0038,2024-04-19 0:00:00,380.67,KES,mobile_money,successful,,Canada,C00903
TXN002618,M0013,2024-04-19 1:00:00,724.43,EUR,bank_transfer,failed,,USA,C00646
TXN002619,M0013,2024-04-19 2:00:00,439.5,EUR,crypto,successful,,UK,C00293
TXN002620,M0059,2024-04-19 3:00:00,307.24,NGN,bank_transfer,refunded,,Kenya,C00605
TXN002621,M0023,2024-04-19 4:00:00,264.92,EUR,credit_card,successful,,UK,C00101
TXN002622,M0028,2024-04-19 5:00:00,457.22,KES,bank_transfer,successful,,Canada,C00548
TXN002623,M0025,2024-04-19 6:00:00,117.52,GBP,mobile_money,successful,,UK,C00692
TXN002624,M0084,2024-04-19 7:00:00,807.73,NGN,bank_transfer,refunded,,Nigeria,C00526
TXN002625,M0008,2024-04-19 8:00:00,362.36,USD,credit_card,failed,,Kenya,C00208
TXN002626,M0083,2024-04-19 9:00:00,456.79,USD,bank_transfer,successful,,Germany,C00758
TXN002627,M0038,2024-04-19 10:00:00,967.83,NGN,credit_card,successful,,UK,C00841
TXN002628,M0067,2024-04-19 11:00:00,505.19,NGN,mobile_money,successful,,Germany,C00613
TXN002629,M0006,2024-04-19 12:00:00,951.19,NGN,crypto,successful,,Germany,C00395
TXN002630,M0027,2024-04-19 13:00:00,854.84,USD,mobile_money,successful,,Kenya,C00429
TXN002631,M0068,2024-04-19 14:00:00,444.58,KES,credit_card,successful,,Nigeria,C00978
TXN002632,M0088,2024-04-19 15:00:00,352.73,USD,crypto,successful,,Germany,C00953
TXN002633,M0035,2024-04-19 16:00:00,456.47,EUR,mobile_money,successful,,Germany,C00808
TXN002634,M0026,2024-04-19 17:00:00,561.42,KES,mobile_money,successful,,Canada,C00554
TXN002635,M0003,2024-04-19 18:00:00,632.58,KES,mobile_money,successful,,Nigeria,C00953
TXN002636,M0073,2024-04-19 19:00:00,276.93,NGN,crypto,successful,,USA,C00424
TXN002637,M0021,2024-04-19 20:00:00,978,USD,bank_transfer,refunded,,Nigeria,C00523
TXN002638,M0049,2024-04-19 21:00:00,505.26,KES,credit_card,successful,,Germany,C00619
TXN002639,M0080,2024-04-19 22:00:00,786.39,GBP,crypto,successful,,Nigeria,C00740
TXN002640,M0020,2024-04-19 23:00:00,540.86,USD,crypto,failed,,Nigeria,C00736
TXN002641,M0029,2024-04-20 0:00:00,647.7,GBP,mobile_money,successful,,UK,C00195
TXN002642,M0017,2024-04-20 1:00:00,773.62,GBP,crypto,successful,,Germany,C00646
TXN002643,M0048,2024-04-20 2:00:00,332.5,KES,bank_transfer,successful,,USA,C00044
TXN002644,M0025,2024-04-20 3:00:00,737.26,GBP,crypto,successful,,Canada,C00035
TXN002645,M0097,2024-04-20 4:00:00,185.02,USD,crypto,successful,,USA,C00215
TXN002646,M0078,2024-04-20 5:00:00,891.78,GBP,credit_card,successful,,Germany,C00481
TXN002647,M0074,2024-04-20 6:00:00,956.66,USD,crypto,successful,,Germany,C00326
TXN002648,M0056,2024-04-20 7:00:00,473.1,KES,credit_card,failed,,Nigeria,C00467
TXN002649,M0004,2024-04-20 8:00:00,47.59,GBP,bank_transfer,successful,,Canada,C00104
TXN002650,M0014,2024-04-20 9:00:00,749.36,GBP,crypto,successful,,Nigeria,C00456
TXN002651,M0065,2024-04-20 10:00:00,105.15,EUR,mobile_money,successful,,Canada,C00310
TXN002652,M0028,2024-04-20 11:00:00,509.4,USD,crypto,successful,,UK,C00183
TXN002653,M0058,2024-04-20 12:00:00,261.58,NGN,mobile_money,successful,,Canada,C00669
TXN002654,M0026,2024-04-20 13:00:00,913.46,NGN,mobile_money,successful,,UK,C00228
TXN002655,M0016,2024-04-20 14:00:00,264.49,EUR,crypto,successful,,Canada,C00818
TXN002656,M0003,2024-04-20 15:00:00,504.88,EUR,crypto,successful,,Germany,C00426
TXN002657,M0064,2024-04-20 16:00:00,535.82,KES,bank_transfer,successful,,UK,C00096
TXN002658,M0054,2024-04-20 17:00:00,839.05,NGN,bank_transfer,successful,,USA,C00799
TXN002659,M0045,2024-04-20 18:00:00,401.35,NGN,bank_transfer,failed,,Canada,C00076
TXN002660,M0075,2024-04-20 19:00:00,917.25,USD,credit_card,successful,,Nigeria,C00063
TXN002661,M0033,2024-04-20 20:00:00,439.66,USD,bank_transfer,successful,,UK,C00143
TXN002662,M0091,2024-04-20 21:00:00,281.86,NGN,mobile_money,successful,,Nigeria,C00858
TXN002663,M0076,2024-04-20 22:00:00,80.64,EUR,credit_card,successful,,Kenya,C00646
TXN002664,M0004,2024-04-20 23:00:00,847.52,EUR,crypto,chargeback,,Nigeria,C00196
TXN002665,M0016,2024-04-21 0:00:00,286,KES,credit_card,successful,,Nigeria,C00918
TXN002666,M0062,2024-04-21 1:00:00,57.8,NGN,mobile_money,failed,,Germany,C00057
TXN002667,M0093,2024-04-21 2:00:00,896.62,KES,credit_card,successful,,Kenya,C00790
TXN002668,M0007,2024-04-21 3:00:00,791.48,KES,crypto,successful,,USA,C00686
TXN002669,M0052,2024-04-21 4:00:00,689.08,KES,crypto,successful,,Canada,C00017
TXN002670,M0001,2024-04-21 5:00:00,594.88,GBP,crypto,failed,Bank declined,Nigeria,C00414
TXN002671,M0094,2024-04-21 6:00:00,444.12,USD,bank_transfer,successful,,UK,C00275
TXN002672,M0054,2024-04-21 7:00:00,266.64,NGN,credit_card,chargeback,Insufficient funds,Kenya,C00160
TXN002673,M0027,2024-04-21 8:00:00,403.35,USD,mobile_money,failed,,UK,C00242
TXN002674,M0046,2024-04-21 9:00:00,429.91,GBP,crypto,successful,,USA,C00597
TXN002675,M0042,2024-04-21 10:00:00,808.32,USD,crypto,successful,,Canada,C00687
TXN002676,M0063,2024-04-21 11:00:00,387.69,KES,credit_card,successful,,USA,C00991
TXN002677,M0042,2024-04-21 12:00:00,94.57,EUR,bank_transfer,successful,,Nigeria,C00700
TXN002678,M0081,2024-04-21 13:00:00,456.18,NGN,crypto,successful,,UK,C00435
TXN002679,M0086,2024-04-21 14:00:00,920.52,KES,mobile_money,successful,,Canada,C00243
TXN002680,M0006,2024-04-21 15:00:00,755.77,EUR,credit_card,successful,,Canada,C00266
TXN002681,M0061,2024-04-21 16:00:00,433.22,GBP,mobile_money,successful,,UK,C00788
TXN002682,M0033,2024-04-21 17:00:00,816.54,KES,credit_card,successful,,USA,C00757
TXN002683,M0016,2024-04-21 18:00:00,438.06,KES,bank_transfer,successful,,UK,C00159
TXN002684,M0001,2024-04-21 19:00:00,345.83,KES,bank_transfer,successful,,Germany,C00650
TXN002685,M0034,2024-04-21 20:00:00,410.53,NGN,bank_transfer,successful,,Canada,C00113
TXN002686,M0004,2024-04-21 21:00:00,232.24,EUR,credit_card,successful,,Nigeria,C00448
TXN002687,M0087,2024-04-21 22:00:00,651.1,EUR,crypto,successful,,Germany,C00100
TXN002688,M0049,2024-04-21 23:00:00,284.25,GBP,mobile_money,successful,,UK,C00350
TXN002689,M0035,2024-04-22 0:00:00,845.17,USD,crypto,failed,,USA,C00283
TXN002690,M0063,2024-04-22 1:00:00,575.38,NGN,credit_card,successful,,Kenya,C00368
TXN002691,M0049,2024-04-22 2:00:00,786.9,EUR,crypto,successful,,Canada,C00382
TXN002692,M0008,2024-04-22 3:00:00,410.95,USD,mobile_money,chargeback,,USA,C00862
TXN002693,M0038,2024-04-22 4:00:00,659.88,KES,crypto,successful,,Canada,C00103
TXN002694,M0026,2024-04-22 5:00:00,850.24,KES,bank_transfer,successful,,Germany,C00355
TXN002695,M0043,2024-04-22 6:00:00,694.62,USD,bank_transfer,successful,,Canada,C00442
TXN002696,M0077,2024-04-22 7:00:00,949.69,USD,bank_transfer,successful,,Canada,C00735
TXN002697,M0024,2024-04-22 8:00:00,696.56,KES,crypto,successful,,Kenya,C00969
TXN002698,M0052,2024-04-22 9:00:00,189.38,USD,mobile_money,successful,,Germany,C00284
TXN002699,M0100,2024-04-22 10:00:00,974.9,USD,bank_transfer,successful,,Kenya,C00324
TXN002700,M0054,2024-04-22 11:00:00,455.42,NGN,bank_transfer,successful,,Germany,C00617
TXN002701,M0002,2024-04-22 12:00:00,605.51,USD,credit_card,refunded,,Nigeria,C00430
TXN002702,M0029,2024-04-22 13:00:00,107.16,EUR,mobile_money,successful,,Canada,C00365
TXN002703,M0055,2024-04-22 14:00:00,582.15,GBP,credit_card,successful,,Canada,C00965
TXN002704,M0082,2024-04-22 15:00:00,402.2,USD,credit_card,successful,,Nigeria,C00227
TXN002705,M0023,2024-04-22 16:00:00,649.33,NGN,crypto,successful,,USA,C00113
TXN002706,M0032,2024-04-22 17:00:00,821.96,USD,bank_transfer,failed,,Nigeria,C00419
TXN002707,M0072,2024-04-22 18:00:00,467.34,NGN,crypto,successful,,USA,C00504
TXN002708,M0094,2024-04-22 19:00:00,115.66,GBP,credit_card,successful,,USA,C00209
TXN002709,M0091,2024-04-22 20:00:00,802.67,USD,mobile_money,successful,,Germany,C00164
TXN002710,M0003,2024-04-22 21:00:00,898.49,USD,crypto,successful,,Canada,C00943
TXN002711,M0015,2024-04-22 22:00:00,923.72,EUR,credit_card,successful,,Kenya,C00690
TXN002712,M0100,2024-04-22 23:00:00,312.78,USD,credit_card,successful,,Nigeria,C00598
TXN002713,M0084,2024-04-23 0:00:00,741.57,GBP,bank_transfer,successful,,USA,C00289
TXN002714,M0050,2024-04-23 1:00:00,67.95,NGN,crypto,successful,,Canada,C00104
TXN002715,M0063,2024-04-23 2:00:00,699.88,EUR,crypto,failed,,UK,C00188
TXN002716,M0083,2024-04-23 3:00:00,928.26,NGN,credit_card,successful,,UK,C00435
TXN002717,M0050,2024-04-23 4:00:00,984.11,USD,mobile_money,failed,,Germany,C00593
TXN002718,M0097,2024-04-23 5:00:00,687.18,NGN,credit_card,successful,,UK,C00576
TXN002719,M0081,2024-04-23 6:00:00,270.22,EUR,bank_transfer,successful,,Canada,C00024
TXN002720,M0098,2024-04-23 7:00:00,317.79,GBP,crypto,failed,,UK,C00804
TXN002721,M0053,2024-04-23 8:00:00,492.25,NGN,mobile_money,successful,,Nigeria,C00419
TXN002722,M0034,2024-04-23 9:00:00,83.72,USD,crypto,successful,,USA,C00563
TXN002723,M0100,2024-04-23 10:00:00,306.06,EUR,crypto,successful,,Nigeria,C00136
TXN002724,M0063,2024-04-23 11:00:00,513.34,KES,bank_transfer,successful,,Canada,C00073
TXN002725,M0054,2024-04-23 12:00:00,171.15,NGN,bank_transfer,successful,,UK,C00425
TXN002726,M0063,2024-04-23 13:00:00,878.26,NGN,mobile_money,successful,,UK,C00770
TXN002727,M0078,2024-04-23 14:00:00,580.61,KES,mobile_money,successful,,Kenya,C00073
TXN002728,M0066,2024-04-23 15:00:00,515.1,GBP,crypto,chargeback,,Canada,C00655
TXN002729,M0025,2024-04-23 16:00:00,573.46,GBP,credit_card,successful,,Canada,C00606
TXN002730,M0029,2024-04-23 17:00:00,518.16,EUR,mobile_money,successful,,Nigeria,C00702
TXN002731,M0053,2024-04-23 18:00:00,770.3,NGN,mobile_money,chargeback,,Canada,C00243
TXN002732,M0100,2024-04-23 19:00:00,14.47,EUR,mobile_money,successful,,Canada,C00525
TXN002733,M0057,2024-04-23 20:00:00,854.46,NGN,bank_transfer,successful,,USA,C00298
TXN002734,M0024,2024-04-23 21:00:00,709.51,GBP,credit_card,successful,,Kenya,C00073
TXN002735,M0051,2024-04-23 22:00:00,340.9,USD,bank_transfer,successful,,UK,C00816
TXN002736,M0067,2024-04-23 23:00:00,200.02,USD,mobile_money,successful,,UK,C00393
TXN002737,M0065,2024-04-24 0:00:00,274.34,EUR,crypto,successful,,Nigeria,C00449
TXN002738,M0038,2024-04-24 1:00:00,240.18,EUR,bank_transfer,successful,,Canada,C00117
TXN002739,M0036,2024-04-24 2:00:00,455.13,GBP,bank_transfer,successful,,Canada,C00185
TXN002740,M0017,2024-04-24 3:00:00,181.71,NGN,mobile_money,successful,,Kenya,C00737
TXN002741,M0032,2024-04-24 4:00:00,497.15,EUR,crypto,successful,,USA,C00684
TXN002742,M0093,2024-04-24 5:00:00,705.96,USD,credit_card,successful,,USA,C00068
TXN002743,M0056,2024-04-24 6:00:00,666.87,NGN,mobile_money,successful,,UK,C00791
TXN002744,M0035,2024-04-24 7:00:00,875.05,KES,crypto,successful,,Kenya,C00640
TXN002745,M0094,2024-04-24 8:00:00,991.36,NGN,credit_card,successful,,USA,C00603
TXN002746,M0080,2024-04-24 9:00:00,496.21,NGN,credit_card,successful,,Canada,C00680
TXN002747,M0083,2024-04-24 10:00:00,836.33,NGN,bank_transfer,successful,,Kenya,C00269
TXN002748,M0009,2024-04-24 11:00:00,158.03,EUR,credit_card,failed,,Canada,C00940
TXN002749,M0032,2024-04-24 12:00:00,304.11,KES,crypto,successful,,Nigeria,C00779
TXN002750,M0100,2024-04-24 13:00:00,910.26,NGN,mobile_money,successful,,UK,C00720
TXN002751,M0074,2024-04-24 14:00:00,133.37,KES,crypto,successful,,USA,C00281
TXN002752,M0060,2024-04-24 15:00:00,60.33,GBP,crypto,successful,,Nigeria,C00863
TXN002753,M0006,2024-04-24 16:00:00,162.18,KES,bank_transfer,successful,,Nigeria,C00203
TXN002754,M0039,2024-04-24 17:00:00,146.35,EUR,credit_card,successful,,Germany,C00737
TXN002755,M0020,2024-04-24 18:00:00,487.2,GBP,crypto,successful,,USA,C00079
TXN002756,M0051,2024-04-24 19:00:00,360.41,NGN,crypto,successful,,Nigeria,C00562
TXN002757,M0006,2024-04-24 20:00:00,134.6,KES,bank_transfer,failed,,Nigeria,C00481
TXN002758,M0070,2024-04-24 21:00:00,17.88,EUR,crypto,successful,,USA,C00814
TXN002759,M0083,2024-04-24 22:00:00,630.99,EUR,mobile_money,chargeback,,Germany,C00405
TXN002760,M0033,2024-04-24 23:00:00,925.31,EUR,crypto,refunded,,Nigeria,C00926
TXN002761,M0051,2024-04-25 0:00:00,331.81,NGN,credit_card,successful,,Canada,C00733
TXN002762,M0011,2024-04-25 1:00:00,492.28,KES,mobile_money,successful,,Canada,C00008
TXN002763,M0005,2024-04-25 2:00:00,936.39,KES,credit_card,successful,,Germany,C00028
TXN002764,M0034,2024-04-25 3:00:00,235.31,EUR,crypto,successful,,Germany,C00689
TXN002765,M0081,2024-04-25 4:00:00,377.42,GBP,mobile_money,successful,,Nigeria,C00001
TXN002766,M0078,2024-04-25 5:00:00,679.98,NGN,bank_transfer,successful,,USA,C00001
TXN002767,M0094,2024-04-25 6:00:00,984.65,GBP,credit_card,failed,,Canada,C00132
TXN002768,M0049,2024-04-25 7:00:00,493.13,NGN,credit_card,successful,,Canada,C00549
TXN002769,M0090,2024-04-25 8:00:00,764.26,NGN,mobile_money,successful,,Germany,C00229
TXN002770,M0015,2024-04-25 9:00:00,853.44,GBP,credit_card,failed,,Nigeria,C00291
TXN002771,M0042,2024-04-25 10:00:00,675.11,USD,mobile_money,failed,,USA,C00693
